itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
9228,Coraline,153,a dog dies,"Several stuffed dogs are shown sitting on shelves, though no dogs die onscreen. A mouse is pierced and goes limp, turning into a rat as sand pours out. Nothing graphic.",0,1,25,,no,NA,NA,NA
9228,Coraline,186,a cat dies,"The cat is put in danger several times, but does not die.",0,1,18,,no,NA,NA,NA
9228,Coraline,189,an animal dies,a rat,1,0,17,,ambiguous,NA,ambiguous,rat
9230,Corpse Bride,153,a dog dies,"Scraps, the main character’s dog, has died in the real world. When he finds him again in the afterlife, he’s all bones. But he’s happy and behaves like a normal dog",1,0,16,,yes,3,ambiguous,dog
9237,Crank,189,an animal dies,"Pet bird gets shot from a bullet that misses its intended target. Played for humor, since the bird basically explodes into a green mess against the wall. Quick scene.",1,0,6,,yes,2,accidental,bird
9240,Creed,153,a dog dies,A few chickens are chased but not harmed. At least one pet turtle appears in a terrarium in the background of several scenes.,0,1,15,,no,NA,NA,NA
9246,Crimson Peak,153,a dog dies,"The dog is killed behind Lucille's dress at 1:35:10. You don't see it, but you can hear it yip twice.",1,0,33,,yes,2,deliberate,dog
9246,Crimson Peak,189,an animal dies,Butterflies are shown dying on-screen.,1,0,16,,yes,2,ambiguous,butterfly
9247,Crimson Tide,153,a dog dies,"Bear, a Jack Russell terrier, is on board a submerged submarine during a fierce battle and survives unharmed.",0,1,16,,no,NA,NA,NA
9293,Darkman,186,a cat dies,There is a cat but it doesn't die.,0,1,1,,no,NA,NA,NA
9300,Dawn of the Planet of the Apes,153,a dog dies,"While hunting, the apes move in on a deer they injured and it looks like they are about to kill it. Out of nowhere, a bear jumps out and attacks the apes. They fight back and eventually kill the bear. While its not clear, the deer probably got away.",1,0,14,,no,NA,NA,NA
9300,Dawn of the Planet of the Apes,189,an animal dies,"A deer, a bear, and many apes.",1,0,1,,ambiguous,NA,ambiguous,deer; bear; ape
9310,Dead Calm,153,a dog dies,A dog is killed with a harpoon gun.,1,0,16,,yes,4,deliberate,dog
9310,Dead Calm,189,an animal dies,"Does an animal die (besides a dog, cat or horse)?  || No, only a dog dies (see other categories for details)",0,1,3,,no,NA,NA,NA
9320,Deadpool,153,a dog dies,There are no dog deaths,0,1,6,,no,NA,NA,NA
9320,Deadpool,186,a cat dies,No cat dies but Deadpool breaks into someone apartment and yells Ã¢â‚¬Å“I will shoot your catÃ¢â‚¬Â. At him.,0,1,10,,no,NA,NA,NA
9320,Deadpool,189,an animal dies,No animals die in the movie,0,1,5,,no,NA,NA,NA
9339,Deepwater Horizon,189,an animal dies,A bird covered in oil flies into the boat and tries to escape before smashing into a window and dying. Very quick scene.,1,0,3,,yes,2,accidental,bird
9340,Defiance,153,a dog dies,A dead dog is shown 2mins 50 seconds into the film. At 1hr 18 a woman is attacked by a dog and shoots it.,1,0,2,,yes,2,ambiguous,dog
9348,Despicable Me,153,a dog dies,The main character's dog survives; but the same character implies he has killed his neighbor's dog offscreen.,1,0,4,,ambiguous,2,deliberate,dog
9348,Despicable Me,186,a cat dies,"There is a taxidermy lion, dog, cat, and mouse shown in a scene.",0,1,2,,ambiguous,1,ambiguous,lion; dog; cat; mouse
9348,Despicable Me,189,an animal dies,A bird is shot in the beginning of the movie,1,0,6,,yes,2,deliberate,bird
9351,Detachment,153,a dog dies,"CAT SCENE TIMESTAMP!!
The version currently on Tubi - skip 34:20 as soon as you see the orange cat to 35:50 when they’re in the office to avoid the death and immediate discussion of it.

I haven’t seen any other versions of it but i will edit if i find more!",1,0,2,,no,NA,NA,NA
9351,Detachment,186,a cat dies,"CAT SCENE TIMESTAMP!! 
The version currently on Tubi - skip 34:20 as soon as you see the orange cat to 35:50 when they’re in the office to avoid the death and immediate discussion of it. 

I haven’t seen any other versions of it but i will edit if i find more!",1,0,2,,yes,3,ambiguous,cat
9364,Diary of a Wimpy Kid: Dog Days,153,a dog dies,Sweetie isnt harmed at all throughout the movie,0,1,5,,no,NA,NA,NA
9380,Disturbia,189,an animal dies,Very graphic dead deer remains are shown,1,0,1,,yes,3,ambiguous,deer
9381,Divergent,153,a dog dies,"In a dream sequence, a dog attacks a young woman. She wrestles with it briefly before the dream ends. The imaginary dog does not appear to be hurt.",0,1,17,,no,NA,NA,NA
9381,Divergent,189,an animal dies,No animals die. There are a couple virtual reality-esque sequences where the character fights off animals (birds and at one point a dog) but it doesn’t appear any of them are hurt (and they are not actually real),1,0,5,,no,NA,NA,NA
9383,Django Unchained,189,an animal dies,"There’s a horse shot and killed in the opening, and horses implied to be shot and potentially blown up about a third in, but you don’t see up close for that scene.",1,0,9,,yes,2,deliberate,horse
9395,Dog Soldiers,153,a dog dies,A dog is shot and killed at the beginning of the film but a later dog survives.,1,0,14,,yes,2,deliberate,dog
9395,Dog Soldiers,189,an animal dies,A dead cow is shown but the actual death isn't shown.,1,0,3,,yes,2,ambiguous,cow
9396,Dogma,153,a dog dies,I don't think there even is a dog in this movie so I really don't know where the yes vote came from,0,1,2,,ambiguous,NA,NA,NA
9399,Dogtooth,153,a dog dies,"Not a dog but a young cat.
Killed with garden shears, the cat is screaming. Do not watch this film",1,0,4,,no,NA,NA,NA
9399,Dogtooth,186,a cat dies,"A tuxedo cat is murdered by the son with garden shears. My wife fast forwarded the movie for me at that part. 40-43 minutes is the scene. She did say that it wasn't the worst she's seen, very bloody. 


The cat is a trope furthering the gaslighting the father is doing. ""Cats are the enemy of man"" or something like that.",1,0,8,,yes,4,deliberate,cat
9399,Dogtooth,189,an animal dies,A cat is killed onscreen,1,0,4,,yes,3,deliberate,cat
9400,Dogville,153,a dog dies,The town dog does not die.,0,1,15,,no,NA,NA,NA
9402,Dolphin Tale,153,a dog dies,A dolphin receives an injury which leads to the amputation of her tail but she does not die.,1,0,15,,no,NA,NA,NA
9407,Dont Tell Mom the Babysitters Dead,153,a dog dies,"Elvis the dog does not die. He gets high on marijuana thanks to some kids, but it doesn't seem to harm him - he just looks sleepy.",0,1,15,,no,NA,NA,NA
9410,Donnie Brasco,189,an animal dies,You see a cheetah eating a gazelle on their TV,1,0,1,,ambiguous,1,accidental,gazelle
9411,Donnie Darko,153,a dog dies,Mentioned as a past event during a therapy session. Not shown.,1,0,20,,yes,2,ambiguous,dog
9411,Donnie Darko,189,an animal dies,donnie mentions his pet dog passing away,1,0,3,,yes,2,ambiguous,dog
9424,Bram Stoker's Dracula,153,a dog dies,Can someone provide details and time stamp?,1,0,3,,ambiguous,NA,NA,NA
9448,Due Date,153,a dog dies,A dog is injured in a car accident and is spat on but does not die.,1,0,15,,no,NA,NA,NA
9451,Dumb and Dumber,189,an animal dies,"A parakeet is dead in the beginning of the film, and some point in the middle a snow owl is shot by a cork.",1,0,4,,ambiguous,2,ambiguous,parakeet; snow owl
9470,Eden Lake,153,a dog dies,A dog is fatally stabbed.,1,0,23,,yes,3,deliberate,dog
9472,Edward Scissorhands,153,a dog dies,No but there is a scene where a woman kicks her Yorkie off-screen,0,1,11,,no,NA,NA,NA
9478,El Topo,189,an animal dies,"Actual rabbits were killed, many bodies are seen, one is shown dying and crying out in distress more than once. Two crows are shot dead, which also very well look to be real. Large lizards are shown being tossed about, dragged by rope, and used mockingly as horses. The lizards also look as if they are alive. A shaved, dead sheep is shown crucified against a stone wall.",1,0,1,,yes,4,deliberate,rabbit; crow; sheep
9499,End of Watch,153,a dog dies,Several dogs startle some police officers from behind a fence but none are harmed.,0,1,15,,no,NA,NA,NA
9500,Ender's Game,189,an animal dies,"At about 31 minutes in, a realistic-looking CG mouse is disolved in a goblet of poison. It makes a fistressing noise, followed by its skeleton floating to the top. It’s in the context of a video game, but still may be triggering for some people.",1,0,1,,yes,3,deliberate,mouse
9501,Enemy of the State,153,a dog dies,"Later, the dialog states the dog is in police care.",0,1,1,,no,NA,NA,NA
9501,Enemy of the State,186,a cat dies,Bob the golden retriever and Babe the cat both survive the movie unharmed.,0,1,12,,no,NA,NA,NA
9506,Equilibrium,153,a dog dies,"Several actually but the camera points at the shooters, not at the dogs.",1,0,6,,yes,2,deliberate,dog
9508,Eraserhead,189,an animal dies,Rumor that the baby is a real-life dead rabbit,1,0,3,,ambiguous,NA,NA,NA
9512,Escape From Alcatraz,153,a dog dies,"One of the prisoners has a pet mouse. We do not see the mouse harmed during the film and, while its ultimate fate is unclear, the film leaves us with the hope that it survived. Other animals: nothing happens to the warden's pet bird and goldfish; a rat sta",0,1,16,,no,NA,NA,NA
9512,Escape From Alcatraz,189,an animal dies,"The protagonist, Frank Morris, scoops up a deceased friend's pet mouse to take on the escape. 

He puts the mouse in his trouser pocket and then later wades chest high into the water. The mouse is never seen again. 

There is also a rat that is thrown down a vent shaft.",1,0,1,,ambiguous,1,ambiguous,mouse; rat
9514,Eternal Sunshine of the Spotless Mind,153,a dog dies,"The dog itself doesn't appear in the movie. We only see a woman in the background, grieving for her late pet and holding its picture and toys.",1,0,15,,ambiguous,3,ambiguous,dog
9514,Eternal Sunshine of the Spotless Mind,189,an animal dies,"A boy is being forced by his peers to bludgeon a bird's corpse. The corpse can be seen before and after the action, but the bludgeoning is offscreened.",1,0,11,,ambiguous,4,ambiguous,bird
9531,Excision,153,a dog dies,There's no dog in this movie???,0,1,2,,ambiguous,NA,NA,NA
9531,Excision,189,an animal dies,"There is a dead bird, which is found and then dissected.",0,1,8,,ambiguous,2,ambiguous,bird
9543,Eyes Without a Face,153,a dog dies,"The events of dogs dying are referenced, but never shown on screen.",0,1,3,,yes,2,ambiguous,dog
9564,Fantastic Mr. Fox,153,a dog dies,"Some dogs are drugged with a tranquilizer powder, but not killed. Notice that their pupils become stars, not the X's seen in a later scene when a character is killed. The same star pupils appear on one of the human antagonists when he ingests the same tranquilizer and he is later shown to be unharmed.",0,1,9,,no,NA,NA,NA
9564,Fantastic Mr. Fox,189,an animal dies,"An anthropomorphic rat is killed in hand-to-hand combat with the protagonist, an anthropomorphic fox.",1,0,3,,yes,3,deliberate,rat
9573,Fatal Attraction,153,a dog dies,A pet rabbit is killed and boiled.,1,0,15,,no,NA,NA,NA
9573,Fatal Attraction,189,an animal dies,A white rabbit gets killed.,1,0,6,,yes,2,ambiguous,rabbit
9580,Fear And Loathing In Las Vegas,189,an animal dies,Hunters have a dead deer tied on the front of their jeep.,1,0,1,,yes,2,deliberate,deer
9583,Feast,153,a dog dies,There’s roadkill but no proof it was a dog..,0,1,2,,ambiguous,1,accidental,unknown
9583,Feast,189,an animal dies,A bug was crawling on the bar. It was squashed by a glass.,1,0,1,,yes,1,ambiguous,insect
9589,Fiddler on the Roof,189,an animal dies,"There is some talk of slaughtering a milk-cow, but it never happens.",0,1,3,,no,NA,NA,NA
9593,Fight Club,153,a dog dies,There are no dogs in the movie :),1,0,12,,no,NA,NA,NA
9593,Fight Club,186,a cat dies,"No cats in this films, or at least none on the screen for more than a second
",0,1,6,,no,NA,NA,NA
9600,Finding Dory,153,a dog dies,There aren't even any dogs in this move.,0,1,4,,no,NA,NA,NA
9600,Finding Dory,189,an animal dies,Dead fish in a bucket,1,0,5,,ambiguous,1,ambiguous,fish
9602,Finding Nemo,153,a dog dies,No dog. Just fish.,0,1,5,,no,NA,NA,NA
9602,Finding Nemo,186,a cat dies,There aren’t any cats,0,1,2,,no,NA,NA,NA
9602,Finding Nemo,189,an animal dies,"A minute into the movie a character is presumed dead, while all but one of her children did die",1,0,7,,ambiguous,3,ambiguous,unknown
9609,First Blood,153,a dog dies,Three tracking dogs are killed off screen (we hear their yelps). A wild pig is killed with a spear off screen; we see its butchered leg. A number of rats attack a man and he throws them off of him.,1,0,16,,yes,2,ambiguous,dog; pig
9609,First Blood,189,an animal dies,A wild boar is stabbed with a spear offscreen. We hear it scream which is quick but fairly disturbing.,1,0,4,,yes,3,deliberate,boar
9618,Flatliners,153,a dog dies,"A couple of hallucination/flashback scenes with a dog crawling with a broken back early in the movie.  About halfway through in a flashback, a tree branch falls on the dog and breaks his back. The kid that fell from the tree died, but it doesn't actually show the dog die, just the injury.",1,0,5,,ambiguous,4,accidental,dog
9621,Flight of the Navigator,153,a dog dies,"Amazingly, the boy disappears for eight years and when he comes back the dog is still alive! Bravo!",0,1,2,,no,NA,NA,NA
9640,Forgetting Sarah Marshall,153,a dog dies,"In a brief scene, a pig is killed with a knife for a barbeque.",1,0,14,,no,NA,NA,NA
9640,Forgetting Sarah Marshall,189,an animal dies,"They kill a pig with knives. It is not seen, but the dying cries of the animal are heard, and the scene is quite long and agonizing. And the worst thing is that they try to make you laugh with the suffering of the poor animal, which takes a long time to die.",1,0,10,,yes,4,deliberate,pig
9641,Forrest Gump,189,an animal dies,Some shrimps had been caught to die,1,0,7,,yes,1,deliberate,shrimp
9647,Four Lions,189,an animal dies,A sheep and a crow are blown up.,1,0,3,,yes,2,ambiguous,sheep; crow
9648,Foxcatcher,189,an animal dies,"taxidermied animals are shown on display, but the act of killing them is not shown. its mentioned more than once that the estate has been used for hunting foxes in the past, but none of the hunts are graphically described or depicted.",0,1,1,,ambiguous,1,deliberate,fox
9653,Frankenstein,153,a dog dies,"At the very beginning when the shipwrecked crew see a man walking on the ice. The dogs are released into the snow. Mysterious man says ""leave them, they're already dead"". We see the dogs bite at a mysterious figure and are thrown to the ground, presumably dead. There is some visible blood, but the dogs aren't particularly convincing puppets. The scene ends as the crew return to the ship.",1,0,1,,ambiguous,3,deliberate,dog
